hour,day_of_week,month,location,latitude,longitude,crime_type,is_night,is_weekend,risk_score,status,datetime,is_rush_hour,crime_type_encoded,high_risk
1,0,5,Katora Talab,21.241340193715622,81.63628158708846,Vehicle theft,1,0,0.84,Solved,2023-05-15 01:00:00,0,7,1
9,2,6,Pandri,21.24766976244621,81.63703521054232,Vehicle theft,0,0,0.124,Under investigation,2023-06-14 09:00:00,1,7,0
12,3,5,Devendra Nagar,21.246637915292347,81.62347518476794,Snatching,0,0,0.503,Under investigation,2023-05-18 12:00:00,0,4,1
22,3,8,Devendra Nagar,21.242177869320376,81.62811815307043,Assault,1,0,0.626,Under investigation,2023-08-24 22:00:00,0,0,1
2,0,11,Katora Talab,21.238769101709444,81.63701695272118,Vehicle theft,1,0,0.705,Reported,2023-11-06 02:00:00,0,7,1
23,1,2,Tikrapara,21.2580698746259,81.62203640228765,Snatching,1,0,0.514,Reported,2023-02-28 23:00:00,0,4,1
15,3,10,Mowa,21.282547254374283,81.63962488704487,Vehicle theft,0,0,0.292,Under investigation,2023-10-19 15:00:00,0,7,0
5,6,4,Pandri,21.245732039441275,81.63192549223736,Theft,1,1,0.824,Reported,2023-04-02 05:00:00,0,5,1
9,2,8,Ring Road No 1,21.25710661220158,81.65180806311136,Snatching,0,0,0.209,Reported,2023-08-09 09:00:00,1,4,0
10,6,6,Tikrapara,21.25831101958085,81.62357466084316,Theft,0,1,0.115,Under investigation,2023-06-25 10:00:00,0,5,0
10,6,5,Telibandha,21.23732862443693,81.65452909188801,Snatching,0,1,0.301,Under investigation,2023-05-14 10:00:00,0,4,0
23,4,3,Shankar Nagar,21.24144316222255,81.64609996402024,Snatching,1,0,0.512,Under investigation,2023-03-17 23:00:00,0,4,1
18,5,1,Jail Road,21.23804136617535,81.63582781144653,Robbery,0,1,0.14,Reported,2023-01-14 18:00:00,1,3,0
8,1,6,Devendra Nagar,21.246768142886925,81.63439512966364,Assault,0,0,0.265,Under investigation,2023-06-20 08:00:00,1,0,0
10,2,7,Mowa,21.279166355307613,81.64254715308093,Vehicle theft,0,0,0.407,Reported,2023-07-19 10:00:00,0,7,0
10,6,11,Amanaka,21.273153995789404,81.63516432345638,Theft,0,1,0.4,Solved,2023-11-05 10:00:00,0,5,0
16,4,3,Devendra Nagar,21.23877109602172,81.62792914949937,Vandalism,0,0,0.504,Under investigation,2023-03-17 16:00:00,0,6,1
1,0,3,Mowa,21.27088820634454,81.64063283339546,Harassment,1,0,0.832,Reported,2023-03-20 01:00:00,0,2,1
22,5,5,Shankar Nagar,21.248329702996628,81.64067383028542,Theft,1,1,0.505,Reported,2023-05-27 22:00:00,0,5,1
16,5,4,Tikrapara,21.257325214030143,81.62221705562067,Vehicle theft,0,1,0.283,Under investigation,2023-04-01 16:00:00,0,7,0
14,0,5,GE Road,21.247795540852664,81.64401109712163,Theft,0,0,0.429,Solved,2023-05-29 14:00:00,0,5,0
19,1,8,Pandri,21.25249805594997,81.62886830680634,Burglary,0,0,0.471,Reported,2023-08-01 19:00:00,1,1,0
7,1,3,GE Road,21.246225307543245,81.65144781015998,Snatching,0,0,0.336,Reported,2023-03-07 07:00:00,1,4,0
1,1,10,Amanaka,21.27185795042231,81.63356097993358,Assault,1,0,0.828,Reported,2023-10-24 01:00:00,0,0,1
13,2,5,Devendra Nagar,21.2444346719755,81.62528157096804,Vehicle theft,0,0,0.407,Solved,2023-05-10 13:00:00,0,7,0
17,5,12,Devendra Nagar,21.250361445679008,81.62226882715957,Harassment,0,1,0.334,Under investigation,2023-12-30 17:00:00,1,2,0
19,4,4,Pandri,21.254018753972037,81.63186080086834,Theft,0,0,0.422,Under investigation,2023-04-07 19:00:00,1,5,0
1,0,11,Mowa,21.28241722917084,81.64245723679498,Robbery,1,0,0.981,Under investigation,2023-11-13 01:00:00,0,3,1
2,1,6,Mowa,21.275250697943736,81.6404500033872,Vehicle theft,1,0,0.754,Solved,2023-06-20 02:00:00,0,7,1
23,2,4,Fafadih,21.23447141386313,81.66847385751352,Burglary,1,0,0.98,Closed,2023-04-19 23:00:00,0,1,1
20,6,8,GE Road,21.24926392150721,81.65211914977411,Vandalism,0,1,0.215,Solved,2023-08-20 20:00:00,0,6,0
6,6,9,Mowa,21.277587774197293,81.64274187502355,Robbery,0,1,0.357,Solved,2023-09-10 06:00:00,0,3,0
8,3,2,Amanaka,21.27606158699705,81.63805717032568,Snatching,0,0,0.506,Reported,2023-02-16 08:00:00,1,4,1
23,2,8,Ring Road No 1,21.25843480290904,81.64891009990475,Vehicle theft,1,0,0.97,Solved,2023-08-02 23:00:00,0,7,1
3,6,6,Jail Road,21.234824885377765,81.64066751217052,Burglary,1,1,0.911,Solved,2023-06-04 03:00:00,0,1,1
0,1,3,Tikrapara,21.255504639521536,81.61542419022011,Theft,1,0,0.985,Solved,2023-03-14 00:00:00,0,5,1
11,1,7,Katora Talab,21.239513974090844,81.63847764112488,Vehicle theft,0,0,0.187,Closed,2023-07-18 11:00:00,0,7,0
8,1,4,Tikrapara,21.26017142120593,81.62860125520375,Burglary,0,0,0.362,Under investigation,2023-04-25 08:00:00,1,1,0
2,0,3,Amanaka,21.273296609453823,81.63402607572148,Theft,1,0,0.642,Under investigation,2023-03-27 02:00:00,0,5,1
10,0,8,Devendra Nagar,21.2423371758076,81.61950046278145,Harassment,0,0,0.343,Reported,2023-08-28 10:00:00,0,2,0
22,0,2,Fafadih,21.23444168528192,81.65924489182034,Vehicle theft,1,0,0.555,Solved,2023-02-13 22:00:00,0,7,1
6,1,8,Shankar Nagar,21.250194975015933,81.64796524721167,Harassment,0,0,0.189,Reported,2023-08-22 06:00:00,0,2,0
14,2,10,Shankar Nagar,21.24603226618999,81.63738401530817,Burglary,0,0,0.177,Closed,2023-10-25 14:00:00,0,1,0
12,0,12,Ring Road No 1,21.26071112450979,81.65622271010297,Vandalism,0,0,0.331,Reported,2023-12-25 12:00:00,0,6,0
22,2,11,Fafadih,21.23084773520082,81.66568856693567,Theft,1,0,0.519,Solved,2023-11-22 22:00:00,0,5,1
8,6,9,Devendra Nagar,21.24749841569214,81.62360687153925,Theft,0,1,0.324,Under investigation,2023-09-24 08:00:00,1,5,0
12,6,1,Amanaka,21.267188668748258,81.63462302462591,Burglary,0,1,0.553,Solved,2023-01-29 12:00:00,0,1,1
7,2,3,Amanaka,21.2707585918195,81.63913015559321,Vandalism,0,0,0.191,Reported,2023-03-01 07:00:00,1,6,0
21,1,1,Ring Road No 1,21.259857057597465,81.6501487326299,Snatching,1,0,0.902,Solved,2023-01-03 21:00:00,0,4,1
20,1,10,Pandri,21.25157929252773,81.63225071343074,Snatching,0,0,0.166,Under investigation,2023-10-10 20:00:00,0,4,0
18,0,1,Tikrapara,21.25646614264991,81.61343372082845,Theft,0,0,0.138,Reported,2023-01-23 18:00:00,1,5,0
8,0,1,Mowa,21.28159586060684,81.63622820354021,Snatching,0,0,0.494,Reported,2023-01-16 08:00:00,1,4,0
13,3,9,Jail Road,21.234939918859048,81.63947629561007,Vandalism,0,0,0.348,Under investigation,2023-09-21 13:00:00,0,6,0
13,2,1,Tikrapara,21.253909875670903,81.61677831912239,Theft,0,0,0.329,Solved,2023-01-18 13:00:00,0,5,0
4,6,3,Fafadih,21.23461649453228,81.65906919564978,Assault,1,1,0.913,Under investigation,2023-03-05 04:00:00,0,0,1
4,6,12,Jail Road,21.229880118995297,81.64306031346283,Assault,1,1,0.668,Under investigation,2023-12-17 04:00:00,0,0,1
23,3,11,Mowa,21.27809123865845,81.63855176929414,Theft,1,0,0.69,Solved,2023-11-16 23:00:00,0,5,1
15,1,3,Jail Road,21.228604064010515,81.64575936054584,Vehicle theft,0,0,0.198,Solved,2023-03-21 15:00:00,0,7,0
14,6,10,Amanaka,21.27674025738133,81.62692029530423,Harassment,0,1,0.489,Under investigation,2023-10-01 14:00:00,0,2,0
4,5,2,Devendra Nagar,21.249964111636764,81.62440059086414,Assault,1,1,0.528,Closed,2023-02-18 04:00:00,0,0,1
11,1,11,Devendra Nagar,21.24929593071648,81.62119804695894,Vandalism,0,0,0.492,Reported,2023-11-07 11:00:00,0,6,0
1,3,2,Shankar Nagar,21.236426945961995,81.64443795515459,Vehicle theft,1,0,0.798,Under investigation,2023-02-23 01:00:00,0,7,1
3,6,7,Shankar Nagar,21.23973609095487,81.63654683027406,Robbery,1,1,0.905,Under investigation,2023-07-23 03:00:00,0,3,1
10,6,12,Katora Talab,21.231426394470105,81.63690365512966,Burglary,0,1,0.477,Reported,2023-12-17 10:00:00,0,1,0
4,1,2,Shankar Nagar,21.24405780986412,81.6452298640875,Vehicle theft,1,0,0.816,Under investigation,2023-02-28 04:00:00,0,7,1
0,5,2,Katora Talab,21.239376301017984,81.63281626574167,Robbery,1,1,0.926,Under investigation,2023-02-04 00:00:00,0,3,1
20,4,6,Jail Road,21.229518105704493,81.63805424988487,Theft,0,0,0.325,Under investigation,2023-06-16 20:00:00,0,5,0
9,0,7,Ring Road No 1,21.262558688908538,81.64733098104809,Vandalism,0,0,0.122,Under investigation,2023-07-03 09:00:00,1,6,0
17,6,5,Fafadih,21.2346619371755,81.66550048299592,Vehicle theft,0,1,0.268,Under investigation,2023-05-14 17:00:00,1,7,0
1,4,12,Jail Road,21.22653354788072,81.6452250785816,Robbery,1,0,0.525,Reported,2023-12-22 01:00:00,0,3,1
16,4,9,Katora Talab,21.23715408598591,81.63546431590562,Vehicle theft,0,0,0.58,Under investigation,2023-09-01 16:00:00,0,7,1
20,2,11,Amanaka,21.26320228192157,81.62777095076174,Harassment,0,0,0.533,Under investigation,2023-11-15 20:00:00,0,2,1
12,6,1,Amanaka,21.27057646545112,81.63815892849853,Theft,0,1,0.494,Under investigation,2023-01-01 12:00:00,0,5,0
20,4,10,Pandri,21.24871447822542,81.63628037560233,Assault,0,0,0.254,Under investigation,2023-10-20 20:00:00,0,0,0
3,3,3,Jail Road,21.232739743897017,81.63646663499317,Harassment,1,0,0.763,Under investigation,2023-03-09 03:00:00,0,2,1
15,6,1,Telibandha,21.239023394668216,81.66000771653489,Vehicle theft,0,1,0.197,Under investigation,2023-01-01 15:00:00,0,7,0
10,3,2,Katora Talab,21.2317297439888,81.63661307975566,Robbery,0,0,0.181,Under investigation,2023-02-16 10:00:00,0,3,0
12,4,4,Tikrapara,21.25880902178911,81.62152758516368,Snatching,0,0,0.332,Reported,2023-04-14 12:00:00,0,4,0
15,0,10,Telibandha,21.243969094585275,81.64855505164515,Burglary,0,0,0.277,Under investigation,2023-10-16 15:00:00,0,1,0
4,3,12,Shankar Nagar,21.24797564908683,81.65098481357708,Snatching,1,0,0.848,Under investigation,2023-12-28 04:00:00,0,4,1
4,1,4,Shankar Nagar,21.24376509894938,81.64523955474998,Robbery,1,0,0.961,Reported,2023-04-25 04:00:00,0,3,1
17,6,9,Fafadih,21.230738236919187,81.66127703723612,Vehicle theft,0,1,0.23,Under investigation,2023-09-24 17:00:00,1,7,0
9,0,1,Ring Road No 1,21.262693299629166,81.65438774370264,Snatching,0,0,0.311,Under investigation,2023-01-09 09:00:00,1,4,0
3,6,3,Telibandha,21.243718703743028,81.64966138060352,Theft,1,1,0.913,Reported,2023-03-12 03:00:00,0,5,1
20,6,6,Fafadih,21.23923449138293,81.66732018976624,Robbery,0,1,0.424,Under investigation,2023-06-04 20:00:00,0,3,0
4,6,1,Fafadih,21.23648741497272,81.65913589387311,Vehicle theft,1,1,0.878,Under investigation,2023-01-08 04:00:00,0,7,1
22,3,12,Pandri,21.24895268473304,81.62635047458123,Theft,1,0,0.916,Reported,2023-12-14 22:00:00,0,5,1
3,0,9,Pandri,21.255196664280952,81.62475292717004,Theft,1,0,0.741,Under investigation,2023-09-11 03:00:00,0,5,1
7,4,9,Ring Road No 1,21.266107350616444,81.64687556260871,Theft,0,0,0.41,Under investigation,2023-09-08 07:00:00,1,5,0
9,3,12,Shankar Nagar,21.24679418447937,81.64216887833092,Burglary,0,0,0.494,Reported,2023-12-28 09:00:00,1,1,0
5,6,9,Tikrapara,21.26543455424744,81.62326581831329,Theft,1,1,0.52,Under investigation,2023-09-10 05:00:00,0,5,1
0,4,6,Jail Road,21.23554026164801,81.64594327487316,Robbery,1,0,0.962,Reported,2023-06-02 00:00:00,0,3,1
17,2,8,Shankar Nagar,21.244074523335957,81.6374648277343,Assault,0,0,0.312,Solved,2023-08-16 17:00:00,1,0,0
20,6,4,Jail Road,21.22558990778001,81.63175260588274,Snatching,0,1,0.2,Reported,2023-04-16 20:00:00,0,4,0
1,3,7,Fafadih,21.22876533666629,81.66147529463082,Theft,1,0,0.8,Reported,2023-07-06 01:00:00,0,5,1
16,3,3,Shankar Nagar,21.2412613832767,81.64137945758236,Vandalism,0,0,0.368,Under investigation,2023-03-23 16:00:00,0,6,0
11,6,8,Mowa,21.280870861677847,81.64108373896774,Assault,0,1,0.3,Under investigation,2023-08-13 11:00:00,0,0,0
6,6,12,Katora Talab,21.23221268479835,81.63428706532974,Assault,0,1,0.203,Closed,2023-12-10 06:00:00,0,0,0
9,3,10,Pandri,21.247806038052907,81.62851685401208,Vehicle theft,0,0,0.147,Under investigation,2023-10-19 09:00:00,1,7,0
2,5,4,Fafadih,21.23847110785769,81.6601179787836,Snatching,1,1,0.949,Under investigation,2023-04-08 02:00:00,0,4,1
16,1,12,Pandri,21.25848383021339,81.63532654394776,Vehicle theft,0,0,0.594,Reported,2023-12-19 16:00:00,0,7,1
3,4,7,Amanaka,21.26768277876568,81.63055550493434,Snatching,1,0,0.735,Closed,2023-07-14 03:00:00,0,4,1
5,3,12,Jail Road,21.22958978335232,81.6447133110536,Assault,1,0,0.911,Solved,2023-12-28 05:00:00,0,0,1
12,2,5,Telibandha,21.23693923637509,81.65373236119305,Vehicle theft,0,0,0.49,Reported,2023-05-17 12:00:00,0,7,0
8,1,7,Ring Road No 1,21.268233759956544,81.64810389739856,Theft,0,0,0.486,Under investigation,2023-07-18 08:00:00,1,5,0
7,4,3,Katora Talab,21.233995795646845,81.63735064812852,Theft,0,0,0.232,Reported,2023-03-31 07:00:00,1,5,0
13,4,10,Devendra Nagar,21.246207390198567,81.62065575389383,Harassment,0,0,0.461,Closed,2023-10-20 13:00:00,0,2,0
21,4,8,Jail Road,21.22839127820752,81.63981792178909,Burglary,1,0,0.606,Reported,2023-08-18 21:00:00,0,1,1
8,2,3,Mowa,21.272640582300177,81.64536257242594,Harassment,0,0,0.396,Solved,2023-03-22 08:00:00,1,2,0
20,6,3,GE Road,21.249285231244244,81.6377651351048,Theft,0,1,0.215,Under investigation,2023-03-26 20:00:00,0,5,0
2,4,7,Pandri,21.25130451612676,81.62663371496443,Assault,1,0,0.843,Under investigation,2023-07-21 02:00:00,0,0,1
11,2,1,Devendra Nagar,21.25235528876921,81.62105821991632,Assault,0,0,0.507,Reported,2023-01-11 11:00:00,0,0,1
11,2,5,Mowa,21.274509426545684,81.64433173067985,Theft,0,0,0.283,Solved,2023-05-10 11:00:00,0,5,0
21,0,7,GE Road,21.24855821052797,81.645782175195,Assault,1,0,0.691,Closed,2023-07-03 21:00:00,0,0,1
3,3,10,Devendra Nagar,21.247638005531297,81.61923813076845,Theft,1,0,0.983,Under investigation,2023-10-26 03:00:00,0,5,1
2,1,12,Katora Talab,21.2308709053672,81.64140399200838,Theft,1,0,0.669,Closed,2023-12-12 02:00:00,0,5,1
12,1,6,Telibandha,21.241217994950404,81.64904316286001,Theft,0,0,0.4,Reported,2023-06-13 12:00:00,0,5,0
9,2,1,Devendra Nagar,21.245586091161197,81.62542345743246,Snatching,0,0,0.129,Reported,2023-01-25 09:00:00,1,4,0
4,6,5,Shankar Nagar,21.24739334979845,81.63907609883474,Vehicle theft,1,1,0.708,Under investigation,2023-05-28 04:00:00,0,7,1
12,0,2,Devendra Nagar,21.247064586103864,81.62137318329516,Theft,0,0,0.302,Reported,2023-02-06 12:00:00,0,5,0
14,5,1,Ring Road No 1,21.26264407502195,81.65184277146986,Theft,0,1,0.332,Under investigation,2023-01-14 14:00:00,0,5,0
0,2,12,Devendra Nagar,21.24557328570779,81.62634226759322,Harassment,1,0,0.678,Solved,2023-12-20 00:00:00,0,2,1
19,5,4,Shankar Nagar,21.245448346236465,81.63606732316251,Snatching,0,1,0.478,Reported,2023-04-22 19:00:00,1,4,0
12,5,9,Amanaka,21.264568707171737,81.63352113326097,Assault,0,1,0.461,Solved,2023-09-02 12:00:00,0,0,0
23,2,8,Mowa,21.286214501049766,81.63889363267,Assault,1,0,0.894,Under investigation,2023-08-30 23:00:00,0,0,1
8,5,4,Ring Road No 1,21.262567109161548,81.64905461589218,Theft,0,1,0.355,Solved,2023-04-01 08:00:00,1,5,0
17,5,4,Shankar Nagar,21.24128382246365,81.64281295897563,Snatching,0,1,0.42,Solved,2023-04-01 17:00:00,1,4,0
23,4,3,Shankar Nagar,21.249103109104784,81.64392387359952,Assault,1,0,0.713,Reported,2023-03-10 23:00:00,0,0,1
19,3,10,Amanaka,21.26678587615429,81.64601291804321,Harassment,0,0,0.377,Under investigation,2023-10-26 19:00:00,1,2,0
9,5,11,GE Road,21.251514292883844,81.64659111617446,Snatching,0,1,0.516,Under investigation,2023-11-04 09:00:00,1,4,1
22,4,6,GE Road,21.25684838549871,81.64702371752823,Snatching,1,0,0.704,Under investigation,2023-06-09 22:00:00,0,4,1
11,2,8,Telibandha,21.245551654619952,81.64661742883612,Vehicle theft,0,0,0.145,Reported,2023-08-23 11:00:00,0,7,0
13,5,10,Pandri,21.257120121555687,81.63040419065712,Vehicle theft,0,1,0.592,Reported,2023-10-14 13:00:00,0,7,1
16,4,7,Katora Talab,21.24186420893081,81.64210706283481,Vandalism,0,0,0.36,Reported,2023-07-21 16:00:00,0,6,0
14,0,5,Telibandha,21.23436957083792,81.65520308728303,Theft,0,0,0.57,Under investigation,2023-05-22 14:00:00,0,5,1
6,6,11,Devendra Nagar,21.239964384382297,81.61921126257901,Burglary,0,1,0.478,Solved,2023-11-12 06:00:00,0,1,0
10,3,8,Katora Talab,21.23348636216083,81.63651454654472,Theft,0,0,0.191,Under investigation,2023-08-03 10:00:00,0,5,0
4,5,7,Shankar Nagar,21.24363206350774,81.64143145566335,Assault,1,1,0.865,Under investigation,2023-07-01 04:00:00,0,0,1
15,5,8,Amanaka,21.270584941116088,81.63736515835718,Theft,0,1,0.31,Under investigation,2023-08-26 15:00:00,0,5,0
23,0,1,Telibandha,21.241572992495765,81.65447666734245,Theft,1,0,0.62,Under investigation,2023-01-09 23:00:00,0,5,1
12,0,1,Mowa,21.28618013925107,81.64221455051025,Assault,0,0,0.222,Under investigation,2023-01-16 12:00:00,0,0,0
17,2,8,Tikrapara,21.25801564415148,81.62115414451675,Burglary,0,0,0.573,Under investigation,2023-08-30 17:00:00,1,1,1
9,5,6,Tikrapara,21.25552298073494,81.61598518347155,Harassment,0,1,0.283,Closed,2023-06-17 09:00:00,1,2,0
0,6,10,Telibandha,21.24289752378557,81.64960348650072,Robbery,1,1,0.772,Under investigation,2023-10-29 00:00:00,0,3,1
22,6,4,Devendra Nagar,21.24076723016657,81.61744078773854,Assault,1,1,0.919,Closed,2023-04-23 22:00:00,0,0,1
1,0,5,Telibandha,21.239094866717576,81.65466758614787,Robbery,1,0,0.52,Reported,2023-05-29 01:00:00,0,3,1
23,1,2,Fafadih,21.237614183110125,81.66164352201156,Burglary,1,0,0.511,Under investigation,2023-02-14 23:00:00,0,1,1
0,4,7,Devendra Nagar,21.253635637676386,81.62298071853624,Robbery,1,0,0.757,Under investigation,2023-07-28 00:00:00,0,3,1
20,2,3,GE Road,21.25064572950641,81.63863025636104,Robbery,0,0,0.39,Closed,2023-03-22 20:00:00,0,3,0
10,0,2,Katora Talab,21.23491054820336,81.63790806013964,Vandalism,0,0,0.413,Reported,2023-02-13 10:00:00,0,6,0
15,1,7,Telibandha,21.24515584534744,81.64677906146532,Theft,0,0,0.155,Under investigation,2023-07-11 15:00:00,0,5,0
12,2,7,Ring Road No 1,21.265249009317174,81.6553875161293,Vandalism,0,0,0.509,Reported,2023-07-19 12:00:00,0,6,1
21,2,11,Katora Talab,21.236744832612786,81.6253668781699,Snatching,1,0,0.591,Solved,2023-11-08 21:00:00,0,4,1
19,4,5,Shankar Nagar,21.2444891599983,81.64514572249624,Vehicle theft,0,0,0.297,Under investigation,2023-05-12 19:00:00,1,7,0
18,6,12,Devendra Nagar,21.241810308419925,81.6223833818765,Snatching,0,1,0.147,Solved,2023-12-03 18:00:00,1,4,0
11,6,2,Katora Talab,21.232078015831483,81.62421940980568,Vandalism,0,1,0.438,Under investigation,2023-02-26 11:00:00,0,6,0
2,6,7,Tikrapara,21.264208017647157,81.61868500586479,Vehicle theft,1,1,0.534,Reported,2023-07-16 02:00:00,0,7,1
12,0,4,Tikrapara,21.26649069998682,81.62212928876762,Assault,0,0,0.42,Solved,2023-04-24 12:00:00,0,0,0
6,0,10,Amanaka,21.268583160953337,81.63466727735958,Robbery,0,0,0.45,Reported,2023-10-30 06:00:00,0,3,0
20,2,5,Tikrapara,21.262364709563084,81.62256753366702,Theft,0,0,0.571,Under investigation,2023-05-31 20:00:00,0,5,1
10,3,5,Ring Road No 1,21.264690682522968,81.65562237258116,Harassment,0,0,0.317,Closed,2023-05-18 10:00:00,0,2,0
10,5,2,Shankar Nagar,21.242313325053303,81.63811142581285,Vandalism,0,1,0.299,Under investigation,2023-02-25 10:00:00,0,6,0
19,0,1,Devendra Nagar,21.245340762985755,81.62422073956294,Vandalism,0,0,0.254,Reported,2023-01-02 19:00:00,1,6,0
15,1,9,Mowa,21.274093858421043,81.63695311166342,Harassment,0,0,0.309,Solved,2023-09-19 15:00:00,0,2,0
15,2,2,Ring Road No 1,21.26518954518589,81.64957457259452,Vandalism,0,0,0.179,Closed,2023-02-08 15:00:00,0,6,0
9,6,2,Devendra Nagar,21.24493663637735,81.6219612293372,Snatching,0,1,0.336,Reported,2023-02-19 09:00:00,1,4,0
23,3,10,Amanaka,21.27608240360705,81.64004704464159,Theft,1,0,0.728,Under investigation,2023-10-05 23:00:00,0,5,1
4,0,12,Ring Road No 1,21.25845058523985,81.64906882714769,Snatching,1,0,0.951,Reported,2023-12-25 04:00:00,0,4,1
19,5,10,Shankar Nagar,21.24690001707188,81.64450774494841,Vehicle theft,0,1,0.495,Under investigation,2023-10-28 19:00:00,1,7,0
4,0,7,Devendra Nagar,21.24543416815068,81.61884959918015,Theft,1,0,0.646,Under investigation,2023-07-10 04:00:00,0,5,1
17,5,6,Devendra Nagar,21.242869839815384,81.62133292972982,Burglary,0,1,0.446,Under investigation,2023-06-10 17:00:00,1,1,0
13,2,10,Tikrapara,21.26120797732448,81.6255149086188,Burglary,0,0,0.513,Solved,2023-10-11 13:00:00,0,1,1
0,4,10,Ring Road No 1,21.260652479060848,81.64709585900978,Vehicle theft,1,0,0.941,Reported,2023-10-13 00:00:00,0,7,1
14,1,7,Amanaka,21.269565654092688,81.63912695592207,Harassment,0,0,0.277,Under investigation,2023-07-11 14:00:00,0,2,0
6,0,8,Ring Road No 1,21.25761246813296,81.6570145366035,Burglary,0,0,0.133,Under investigation,2023-08-21 06:00:00,0,1,0
18,6,8,Ring Road No 1,21.262711874551535,81.64826271999075,Vandalism,0,1,0.595,Under investigation,2023-08-20 18:00:00,1,6,1
11,5,2,Katora Talab,21.23029924285295,81.63732608309368,Vandalism,0,1,0.142,Under investigation,2023-02-11 11:00:00,0,6,0
7,5,11,Telibandha,21.238215315219037,81.65078282193102,Harassment,0,1,0.492,Solved,2023-11-18 07:00:00,1,2,0
19,4,4,Devendra Nagar,21.24199675303596,81.622123615863,Harassment,0,0,0.297,Under investigation,2023-04-21 19:00:00,1,2,0
19,4,5,GE Road,21.249253675014582,81.64849762757848,Vehicle theft,0,0,0.586,Solved,2023-05-26 19:00:00,1,7,1
16,4,7,Mowa,21.276221790694496,81.63616327615726,Vehicle theft,0,0,0.447,Under investigation,2023-07-21 16:00:00,0,7,0
15,3,6,Devendra Nagar,21.256513998981188,81.61794638301065,Theft,0,0,0.495,Reported,2023-06-01 15:00:00,0,5,0
7,6,7,Mowa,21.27962583602777,81.63521188868631,Robbery,0,1,0.39,Reported,2023-07-02 07:00:00,1,3,0
20,6,10,Jail Road,21.22181181025353,81.64049130596742,Burglary,0,1,0.486,Solved,2023-10-22 20:00:00,0,1,0
15,1,2,Shankar Nagar,21.244197470351075,81.64714599596321,Assault,0,0,0.575,Solved,2023-02-14 15:00:00,0,0,1
1,2,5,Amanaka,21.271598187364063,81.63440075712502,Robbery,1,0,0.576,Reported,2023-05-24 01:00:00,0,3,1
5,6,7,Shankar Nagar,21.23970159902374,81.64809604827293,Robbery,1,1,0.708,Closed,2023-07-16 05:00:00,0,3,1
14,5,3,Mowa,21.2826154049842,81.63731468208901,Snatching,0,1,0.352,Solved,2023-03-25 14:00:00,0,4,0
5,3,4,Tikrapara,21.260251854912845,81.61927620892611,Burglary,1,0,0.589,Closed,2023-04-20 05:00:00,0,1,1
2,3,4,Mowa,21.277517385373574,81.64538740194324,Assault,1,0,0.898,Reported,2023-04-13 02:00:00,0,0,1
18,4,8,Tikrapara,21.263426932553397,81.61793805720879,Vehicle theft,0,0,0.136,Reported,2023-08-04 18:00:00,1,7,0
13,0,1,Pandri,21.250276523016808,81.63559583385067,Vehicle theft,0,0,0.444,Under investigation,2023-01-23 13:00:00,0,7,0
3,2,8,Devendra Nagar,21.24933135556945,81.62368944155963,Vandalism,1,0,0.983,Under investigation,2023-08-23 03:00:00,0,6,1
23,6,6,Jail Road,21.22328316384368,81.64147600042523,Vehicle theft,1,1,0.903,Reported,2023-06-04 23:00:00,0,7,1
17,0,11,Telibandha,21.24169233385967,81.63908191348641,Robbery,0,0,0.438,Under investigation,2023-11-13 17:00:00,1,3,0
11,0,12,Amanaka,21.271007477793272,81.63333323205282,Robbery,0,0,0.539,Under investigation,2023-12-18 11:00:00,0,3,1
15,5,1,Devendra Nagar,21.24471658287948,81.61977047618895,Snatching,0,1,0.276,Reported,2023-01-14 15:00:00,0,4,0
21,4,12,Jail Road,21.229207242838385,81.64566796630473,Robbery,1,0,0.957,Under investigation,2023-12-22 21:00:00,0,3,1
1,3,1,Tikrapara,21.25831440600474,81.62256229423518,Robbery,1,0,0.687,Under investigation,2023-01-26 01:00:00,0,3,1
17,0,7,Katora Talab,21.23347467512448,81.63753502477063,Harassment,0,0,0.268,Reported,2023-07-24 17:00:00,1,2,0
23,0,3,Telibandha,21.238906623422487,81.65150809931515,Harassment,1,0,0.509,Under investigation,2023-03-06 23:00:00,0,2,1
19,3,12,Fafadih,21.23312861302439,81.66376650092975,Harassment,0,0,0.423,Under investigation,2023-12-14 19:00:00,1,2,0
8,4,6,Shankar Nagar,21.233229659528263,81.63642069874616,Theft,0,0,0.128,Under investigation,2023-06-02 08:00:00,1,5,0
9,1,4,Pandri,21.25306832199204,81.62142584658442,Vandalism,0,0,0.101,Under investigation,2023-04-18 09:00:00,1,6,0
14,0,10,Ring Road No 1,21.26127767857741,81.65098263663586,Harassment,0,0,0.186,Closed,2023-10-09 14:00:00,0,2,0
23,2,5,Pandri,21.24808743944955,81.62683375438922,Robbery,1,0,0.762,Under investigation,2023-05-24 23:00:00,0,3,1
22,1,12,Pandri,21.25248632880061,81.63363717982311,Snatching,1,0,0.779,Solved,2023-12-05 22:00:00,0,4,1
4,1,7,GE Road,21.247366202474986,81.64659976721525,Theft,1,0,0.978,Under investigation,2023-07-18 04:00:00,0,5,1
1,0,5,Telibandha,21.23597495610669,81.64041448099249,Robbery,1,0,0.848,Under investigation,2023-05-01 01:00:00,0,3,1
19,3,7,Devendra Nagar,21.24616684716127,81.62713887098332,Burglary,0,0,0.101,Solved,2023-07-06 19:00:00,1,1,0
