date,time,hour,day_of_week,location,latitude,longitude,accident_type,severity,severity_encoded,vehicles_involved,casualties,road_type,weather,light_condition,speed_limit,road_condition
2023-08-03,20:00,20,3,Tikrapara,21.262877898389558,81.61480850711091,Skid,Minor,0,3,0,Highway,Foggy,Day,100,Under repair
2023-03-09,13:00,13,3,Tikrapara,21.267205003627204,81.62126814428433,Hit-and-run,Severe,2,2,0,Intersection,Foggy,Day,40,Good
2023-05-31,04:00,4,2,GE Road,21.246147987946614,81.64677291329305,Collision,Fatal,3,1,4,Urban,Rainy,Night,80,Good
2023-11-25,20:00,20,5,Tikrapara,21.262548243132343,81.62222903216852,Overturning,Moderate,1,2,0,Urban,Clear,Day,100,Good
2023-02-18,04:00,4,5,Shankar Nagar,21.239683287118304,81.6442390775513,Pedestrian,Moderate,1,2,2,Highway,Cloudy,Night,40,Good
2023-12-08,21:00,21,4,Pandri,21.245557980382014,81.62933199240358,Skid,Moderate,1,4,1,Highway,Cloudy,Day,100,Wet
2023-11-18,12:00,12,5,Pandri,21.254736140526308,81.62794545280968,Collision,Fatal,3,3,0,Highway,Clear,Day,80,Wet
2023-05-19,13:00,13,4,Ring Road No 1,21.258879233102586,81.65163864438914,Pedestrian,Minor,0,1,1,Urban,Clear,Day,60,Good
2023-09-10,08:00,8,6,Fafadih,21.231285843400094,81.6630886750982,Collision,Minor,0,1,1,Rural,Clear,Day,80,Wet
2023-12-02,20:00,20,5,Ring Road No 1,21.260744020703346,81.64888208933104,Overturning,Severe,2,1,3,Highway,Rainy,Day,40,Good
2023-02-03,15:00,15,4,Amanaka,21.263936993037373,81.63550983413316,Hit-and-run,Moderate,1,2,0,Rural,Rainy,Day,80,Wet
2023-07-23,00:00,0,6,Tikrapara,21.259617285185172,81.61513484598778,Collision,Fatal,3,4,4,Highway,Foggy,Night,40,Damaged
2023-12-05,06:00,6,1,Fafadih,21.2336813961413,81.66428121090193,Hit-and-run,Moderate,1,4,1,Urban,Cloudy,Day,80,Good
2023-12-02,08:00,8,5,Tikrapara,21.259453296169745,81.61950450084947,Pedestrian,Moderate,1,1,0,Intersection,Foggy,Day,40,Under repair
2023-04-11,10:00,10,1,Fafadih,21.233919933748755,81.65758701051845,Collision,Moderate,1,3,0,Urban,Clear,Day,80,Under repair
2023-03-30,09:00,9,3,Ring Road No 1,21.269569757462122,81.64978745050963,Hit-and-run,Fatal,3,1,2,Intersection,Rainy,Day,40,Good
2023-10-10,22:00,22,1,Amanaka,21.27196834860558,81.6373076458317,Collision,Moderate,1,4,2,Urban,Clear,Night,60,Wet
2023-06-20,20:00,20,1,Pandri,21.250981214618655,81.63142038507517,Skid,Severe,2,1,0,Urban,Foggy,Day,80,Good
2023-11-17,00:00,0,4,Shankar Nagar,21.24423745766545,81.63784708072832,Hit-and-run,Severe,2,1,3,Intersection,Clear,Night,100,Good
2023-11-16,21:00,21,3,Pandri,21.25040318189625,81.62776234729293,Hit-and-run,Minor,0,3,1,Highway,Cloudy,Day,80,Wet
2023-11-07,08:00,8,1,Tikrapara,21.258714764875965,81.6147879904665,Hit-and-run,Minor,0,2,1,Rural,Clear,Day,100,Wet
2023-11-08,22:00,22,2,Tikrapara,21.26347930115024,81.62350597796384,Pedestrian,Severe,2,4,0,Urban,Foggy,Night,100,Good
2023-03-20,01:00,1,0,Shankar Nagar,21.246434008927995,81.64591158767244,Hit-and-run,Severe,2,4,2,Rural,Clear,Night,60,Wet
2023-05-10,16:00,16,2,Mowa,21.277866095488974,81.64039122949505,Pedestrian,Moderate,1,3,0,Rural,Clear,Day,40,Under repair
2023-06-13,01:00,1,1,Pandri,21.249064238859564,81.63153219476887,Pedestrian,Severe,2,4,0,Intersection,Rainy,Night,40,Good
2023-09-21,11:00,11,3,Amanaka,21.270681189159433,81.63476833486521,Pedestrian,Moderate,1,2,2,Rural,Clear,Day,40,Good
2023-10-26,09:00,9,3,Ring Road No 1,21.267285445632588,81.65241482406145,Skid,Minor,0,2,1,Urban,Rainy,Day,80,Damaged
2023-02-10,08:00,8,4,Devendra Nagar,21.243084027087438,81.6213572735126,Hit-and-run,Fatal,3,4,0,Highway,Clear,Day,40,Wet
2023-03-08,03:00,3,2,Jail Road,21.231845979897763,81.64322519855797,Collision,Severe,2,4,3,Highway,Clear,Night,40,Good
2023-09-21,07:00,7,3,Amanaka,21.271655040696768,81.64069066624361,Collision,Severe,2,4,2,Urban,Clear,Day,100,Damaged
2023-03-05,12:00,12,6,Telibandha,21.243805021497195,81.65142310750454,Hit-and-run,Moderate,1,3,2,Highway,Foggy,Day,40,Good
2023-03-26,22:00,22,6,Shankar Nagar,21.240984258021555,81.6381700374648,Collision,Fatal,3,1,3,Intersection,Clear,Night,100,Good
2023-11-17,12:00,12,4,Fafadih,21.231937854764958,81.66345964033924,Pedestrian,Fatal,3,2,4,Urban,Rainy,Day,100,Wet
2023-05-31,07:00,7,2,Shankar Nagar,21.248979941237938,81.64335234110324,Pedestrian,Minor,0,2,0,Intersection,Clear,Day,80,Wet
2023-01-29,10:00,10,6,Jail Road,21.233306168382693,81.63936407754144,Hit-and-run,Moderate,1,1,1,Rural,Cloudy,Day,40,Wet
2023-05-19,05:00,5,4,Ring Road No 1,21.265268307375685,81.65367007048843,Hit-and-run,Minor,0,2,1,Urban,Clear,Night,80,Under repair
2023-04-02,02:00,2,6,Mowa,21.272961217172444,81.64105968359287,Pedestrian,Severe,2,4,2,Highway,Clear,Night,40,Damaged
2023-10-26,02:00,2,3,Fafadih,21.235949101152833,81.6620234050069,Overturning,Fatal,3,1,2,Rural,Foggy,Night,80,Good
2023-10-31,11:00,11,1,Amanaka,21.266410454855546,81.62770963287282,Pedestrian,Severe,2,4,2,Urban,Rainy,Day,80,Good
2023-09-05,06:00,6,1,Shankar Nagar,21.242402657764096,81.64188524292132,Skid,Minor,0,4,0,Highway,Clear,Day,60,Good
2023-11-13,02:00,2,0,Telibandha,21.236248231150515,81.65052925481108,Pedestrian,Moderate,1,4,1,Highway,Rainy,Night,60,Wet
2023-01-17,09:00,9,1,Telibandha,21.2404191602417,81.65211206151217,Hit-and-run,Severe,2,1,1,Highway,Rainy,Day,80,Good
2023-03-12,23:00,23,6,Devendra Nagar,21.2385322432252,81.61945714470657,Collision,Minor,0,2,1,Highway,Clear,Night,60,Good
2023-02-27,06:00,6,0,Shankar Nagar,21.242586132054935,81.64381651939311,Skid,Moderate,1,2,0,Rural,Clear,Day,60,Good
2023-09-15,21:00,21,4,Mowa,21.28036770204065,81.64371560984364,Skid,Minor,0,3,0,Urban,Foggy,Day,100,Under repair
2023-12-05,04:00,4,1,Pandri,21.250249746174095,81.62861709968807,Hit-and-run,Severe,2,4,3,Intersection,Clear,Night,100,Wet
2023-07-26,21:00,21,2,Fafadih,21.230915012194735,81.6635045823843,Skid,Severe,2,1,0,Urban,Rainy,Day,80,Good
2023-12-20,13:00,13,2,Mowa,21.276138533636782,81.64485010918557,Overturning,Severe,2,4,1,Intersection,Rainy,Day,100,Good
2023-07-30,16:00,16,6,GE Road,21.251823559714413,81.64876486656463,Collision,Minor,0,1,1,Intersection,Clear,Day,80,Good
2023-11-22,05:00,5,2,Fafadih,21.23112986880067,81.6571333744165,Pedestrian,Minor,0,4,0,Rural,Clear,Night,60,Good
2023-07-09,18:00,18,6,Ring Road No 1,21.261457041730868,81.65020997939413,Pedestrian,Minor,0,2,0,Rural,Rainy,Day,60,Good
2023-02-08,13:00,13,2,Devendra Nagar,21.238492927065256,81.622807934534,Hit-and-run,Severe,2,4,2,Rural,Cloudy,Day,100,Wet
2023-09-07,03:00,3,3,Pandri,21.254173072104077,81.63130165371629,Hit-and-run,Fatal,3,3,0,Highway,Clear,Night,40,Good
2023-08-21,04:00,4,0,Katora Talab,21.235211382372775,81.63464080889524,Pedestrian,Minor,0,4,0,Rural,Clear,Night,80,Under repair
2023-07-25,00:00,0,1,Katora Talab,21.235031506291733,81.6349462822,Pedestrian,Moderate,1,4,0,Rural,Clear,Night,80,Damaged
2023-05-27,22:00,22,5,Katora Talab,21.241320323471232,81.63740549640788,Pedestrian,Severe,2,4,0,Rural,Clear,Night,100,Wet
2023-06-27,00:00,0,1,Mowa,21.28046238291708,81.64082134526285,Overturning,Minor,0,1,0,Intersection,Clear,Night,80,Wet
2023-01-26,01:00,1,3,Amanaka,21.272249815178835,81.62993936914589,Skid,Moderate,1,3,0,Rural,Clear,Night,80,Under repair
2023-11-08,06:00,6,2,Mowa,21.278142939554026,81.64405113425948,Collision,Moderate,1,3,1,Intersection,Clear,Day,100,Good
2023-09-26,02:00,2,1,Katora Talab,21.23892126364214,81.63650965347065,Overturning,Severe,2,4,1,Rural,Clear,Night,100,Good
2023-08-02,14:00,14,2,GE Road,21.25208449206763,81.64831282506275,Skid,Severe,2,2,3,Urban,Cloudy,Day,60,Wet
2023-02-22,20:00,20,2,Jail Road,21.23141392790948,81.63724141687824,Hit-and-run,Severe,2,1,2,Intersection,Clear,Day,100,Good
2023-03-03,06:00,6,4,Amanaka,21.26746596821012,81.63518520402938,Skid,Moderate,1,3,2,Intersection,Rainy,Day,100,Wet
2023-08-24,19:00,19,3,Pandri,21.251919592928125,81.6241231544643,Overturning,Minor,0,1,1,Rural,Rainy,Day,80,Under repair
2023-01-11,02:00,2,2,Pandri,21.25276543914285,81.63191818513376,Skid,Minor,0,1,0,Intersection,Clear,Night,60,Under repair
2023-03-31,03:00,3,4,GE Road,21.2509681442876,81.65602339884985,Hit-and-run,Severe,2,3,3,Intersection,Rainy,Night,60,Good
2023-07-07,10:00,10,4,Fafadih,21.231051194681054,81.66011673850983,Pedestrian,Fatal,3,3,0,Intersection,Rainy,Day,100,Good
2023-07-01,13:00,13,5,Katora Talab,21.235514799281617,81.63427143716613,Overturning,Fatal,3,3,1,Rural,Clear,Day,60,Good
2023-09-16,23:00,23,5,Telibandha,21.2379138255611,81.64587956836618,Pedestrian,Minor,0,2,0,Rural,Clear,Night,40,Good
2023-10-20,12:00,12,4,Amanaka,21.26836035511129,81.63470713791268,Skid,Minor,0,2,0,Highway,Clear,Day,80,Wet
2023-01-25,19:00,19,2,Devendra Nagar,21.249285716246185,81.63000672982012,Overturning,Fatal,3,2,2,Highway,Clear,Day,40,Wet
2023-03-02,23:00,23,3,Telibandha,21.242906421693554,81.64777386291098,Hit-and-run,Moderate,1,2,0,Highway,Rainy,Night,80,Wet
2023-06-27,01:00,1,1,Devendra Nagar,21.24351257116812,81.62292201426747,Collision,Severe,2,3,2,Rural,Clear,Night,80,Good
2023-05-09,18:00,18,1,Devendra Nagar,21.250953676666562,81.62290372784346,Collision,Minor,0,1,0,Highway,Foggy,Day,100,Good
2023-01-18,09:00,9,2,Ring Road No 1,21.259417477528388,81.64969646858914,Pedestrian,Severe,2,2,1,Highway,Clear,Day,80,Good
2023-06-11,03:00,3,6,Mowa,21.281171168005457,81.64436982083069,Pedestrian,Moderate,1,4,0,Rural,Rainy,Night,100,Good
2023-05-19,21:00,21,4,Shankar Nagar,21.242899350000528,81.64415024402068,Pedestrian,Moderate,1,2,0,Intersection,Rainy,Day,40,Under repair
2023-02-10,21:00,21,4,Tikrapara,21.25328048339236,81.61901148770511,Pedestrian,Moderate,1,2,0,Intersection,Clear,Day,80,Wet
2023-06-20,16:00,16,1,GE Road,21.253782056264107,81.64640141017453,Overturning,Severe,2,3,1,Intersection,Rainy,Day,40,Good
2023-12-20,20:00,20,2,Devendra Nagar,21.24309098439051,81.61780065554171,Overturning,Severe,2,2,0,Highway,Clear,Day,40,Good
2023-01-17,20:00,20,1,Tikrapara,21.264869686784433,81.61653953806893,Hit-and-run,Moderate,1,2,0,Urban,Clear,Day,80,Under repair
2023-03-17,06:00,6,4,Telibandha,21.239623129833586,81.65191175112444,Skid,Minor,0,3,0,Intersection,Clear,Day,60,Wet
2023-05-23,17:00,17,1,Amanaka,21.274536203847425,81.63453830667805,Skid,Moderate,1,4,0,Rural,Rainy,Day,40,Under repair
2023-03-28,13:00,13,1,Ring Road No 1,21.261781710618667,81.65171920294571,Skid,Severe,2,3,2,Urban,Clear,Day,100,Wet
2023-12-04,18:00,18,0,Tikrapara,21.263952240829628,81.6181894824058,Collision,Minor,0,3,1,Highway,Rainy,Day,100,Wet
2023-01-18,09:00,9,2,Ring Road No 1,21.260535392755248,81.64657772657506,Collision,Minor,0,2,1,Rural,Clear,Day,80,Good
2023-01-23,08:00,8,0,GE Road,21.247536107846184,81.65149317449222,Collision,Moderate,1,2,2,Intersection,Clear,Day,100,Under repair
2023-06-19,00:00,0,0,Pandri,21.25043812657108,81.62777743727024,Pedestrian,Moderate,1,2,1,Urban,Clear,Night,80,Good
2023-06-16,12:00,12,4,Amanaka,21.267852098330447,81.6352551375806,Skid,Moderate,1,1,0,Highway,Clear,Day,100,Good
2023-05-01,05:00,5,0,Devendra Nagar,21.244881634718702,81.62258060356885,Overturning,Severe,2,1,0,Highway,Foggy,Night,100,Wet
2023-04-03,11:00,11,0,Shankar Nagar,21.247547971783433,81.64671404884558,Overturning,Minor,0,2,0,Intersection,Rainy,Day,80,Under repair
2023-03-08,19:00,19,2,Telibandha,21.234069934981274,81.65108277819343,Hit-and-run,Minor,0,3,0,Intersection,Clear,Day,80,Damaged
2023-07-19,02:00,2,2,Mowa,21.276569413704134,81.64155524665843,Overturning,Moderate,1,2,0,Rural,Clear,Night,80,Damaged
2023-05-01,13:00,13,0,Katora Talab,21.23762783515538,81.63386184024921,Hit-and-run,Moderate,1,2,0,Rural,Clear,Day,40,Wet
2023-04-10,15:00,15,0,Ring Road No 1,21.264091379641883,81.6532189106181,Collision,Minor,0,3,0,Intersection,Clear,Day,100,Wet
2023-11-26,16:00,16,6,Devendra Nagar,21.24648373040162,81.6214594910875,Overturning,Fatal,3,3,3,Rural,Clear,Day,60,Good
2023-04-06,04:00,4,3,Pandri,21.24951240117909,81.62528088411014,Hit-and-run,Moderate,1,2,2,Intersection,Clear,Night,40,Good
2023-11-13,04:00,4,0,Pandri,21.24883823910744,81.6354862050857,Pedestrian,Minor,0,4,0,Rural,Rainy,Night,60,Wet
2023-08-30,09:00,9,2,Tikrapara,21.257723989277714,81.61511986356267,Hit-and-run,Minor,0,2,0,Urban,Clear,Day,100,Under repair
2023-09-15,19:00,19,4,Ring Road No 1,21.264359783585537,81.65086890572212,Skid,Moderate,1,2,1,Intersection,Clear,Day,60,Wet
2023-05-07,12:00,12,6,Ring Road No 1,21.262813220289452,81.65542713789924,Hit-and-run,Fatal,3,2,1,Rural,Rainy,Day,40,Wet
2023-09-21,02:00,2,3,Telibandha,21.240547380026676,81.64851002120488,Skid,Severe,2,1,3,Highway,Rainy,Night,40,Wet
2023-01-16,19:00,19,0,Katora Talab,21.235426572247224,81.63299224045828,Skid,Severe,2,1,1,Urban,Clear,Day,100,Wet
2023-03-17,08:00,8,4,Mowa,21.281524218864742,81.64137555711164,Pedestrian,Moderate,1,2,1,Rural,Rainy,Day,80,Good
2023-04-30,04:00,4,6,Mowa,21.273520539492637,81.6421550409638,Overturning,Severe,2,2,1,Urban,Rainy,Night,40,Damaged
2023-05-02,04:00,4,1,Fafadih,21.228488921996618,81.66775269180526,Overturning,Severe,2,2,1,Intersection,Clear,Night,80,Good
2023-12-27,21:00,21,2,Shankar Nagar,21.24060299625846,81.64161440570392,Collision,Severe,2,4,0,Intersection,Clear,Day,60,Damaged
2023-10-31,10:00,10,1,Amanaka,21.270774608204103,81.63413402551797,Hit-and-run,Minor,0,4,1,Highway,Foggy,Day,80,Damaged
2023-03-18,20:00,20,5,Fafadih,21.232229908795603,81.66246548185848,Skid,Moderate,1,4,0,Highway,Rainy,Day,40,Good
2023-12-04,00:00,0,0,Telibandha,21.24347864787639,81.65240252724544,Hit-and-run,Minor,0,1,0,Rural,Clear,Night,100,Good
2023-01-28,13:00,13,5,Fafadih,21.237535541635722,81.65806014267571,Hit-and-run,Moderate,1,3,0,Intersection,Cloudy,Day,100,Damaged
2023-11-29,11:00,11,2,Devendra Nagar,21.246552087899765,81.62386573815618,Hit-and-run,Moderate,1,1,2,Intersection,Clear,Day,100,Wet
2023-02-01,23:00,23,2,Devendra Nagar,21.24665327387503,81.6275286959119,Skid,Minor,0,3,1,Highway,Clear,Night,80,Good
2023-01-03,23:00,23,1,Jail Road,21.229137632550625,81.63888348990034,Skid,Fatal,3,2,2,Highway,Clear,Night,100,Good
2023-03-03,15:00,15,4,Tikrapara,21.261701942392257,81.61336539181731,Skid,Severe,2,2,1,Urban,Clear,Day,40,Damaged
2023-06-04,04:00,4,6,Jail Road,21.229089443852633,81.63969740693214,Hit-and-run,Minor,0,4,0,Highway,Cloudy,Night,40,Under repair
2023-08-16,06:00,6,2,Amanaka,21.26723892415108,81.63817117703408,Collision,Minor,0,2,1,Urban,Clear,Day,80,Good
2023-04-16,07:00,7,6,Ring Road No 1,21.26021327904797,81.65079238085491,Skid,Minor,0,3,0,Rural,Clear,Day,40,Under repair
2023-11-29,13:00,13,2,Fafadih,21.23397947167597,81.66526035468442,Skid,Fatal,3,2,0,Intersection,Rainy,Day,40,Wet
2023-02-03,12:00,12,4,Jail Road,21.229768330695357,81.6429084607824,Skid,Severe,2,3,3,Highway,Clear,Day,80,Damaged
2023-05-05,20:00,20,4,Tikrapara,21.262201786191834,81.61907037266852,Pedestrian,Fatal,3,3,2,Highway,Rainy,Day,100,Damaged
2023-10-20,04:00,4,4,Katora Talab,21.23343145977518,81.6301962574173,Overturning,Minor,0,2,1,Rural,Rainy,Night,40,Good
2023-06-05,11:00,11,0,Katora Talab,21.237019516204256,81.6328719093783,Overturning,Moderate,1,1,2,Highway,Clear,Day,100,Wet
2023-05-31,19:00,19,2,Fafadih,21.235857783275044,81.66343756955429,Skid,Minor,0,3,0,Intersection,Rainy,Day,80,Good
2023-09-22,13:00,13,4,Tikrapara,21.25954616701669,81.61522686122818,Overturning,Minor,0,3,1,Highway,Clear,Day,100,Good
2023-06-13,08:00,8,1,Pandri,21.252932206648822,81.62654615166159,Collision,Moderate,1,4,2,Urban,Clear,Day,100,Good
2023-09-13,22:00,22,2,Telibandha,21.236624608231207,81.64716175278535,Hit-and-run,Minor,0,3,0,Highway,Clear,Night,60,Good
2023-11-01,09:00,9,2,Katora Talab,21.23628449693418,81.63801057700222,Overturning,Moderate,1,4,0,Intersection,Foggy,Day,100,Under repair
2023-05-20,02:00,2,5,Pandri,21.25138487738933,81.62827034392271,Pedestrian,Minor,0,1,0,Intersection,Rainy,Night,100,Wet
2023-08-20,10:00,10,6,Jail Road,21.225223155209864,81.64175637375419,Overturning,Fatal,3,3,3,Rural,Rainy,Day,40,Damaged
2023-11-08,04:00,4,2,Shankar Nagar,21.241158786182215,81.64245255285748,Collision,Moderate,1,4,1,Rural,Rainy,Night,40,Good
2023-08-11,03:00,3,4,Shankar Nagar,21.24243734415225,81.6446145316588,Skid,Moderate,1,1,0,Intersection,Clear,Night,60,Damaged
2023-06-22,09:00,9,3,Mowa,21.278428290823914,81.64212322093644,Hit-and-run,Moderate,1,1,2,Rural,Clear,Day,40,Good
2023-12-04,01:00,1,0,Fafadih,21.234557241442367,81.66752082054678,Overturning,Moderate,1,1,0,Rural,Rainy,Night,80,Good
2023-04-06,06:00,6,3,Katora Talab,21.239365340791075,81.63423418168095,Hit-and-run,Minor,0,4,1,Urban,Clear,Day,80,Good
2023-10-02,22:00,22,0,Fafadih,21.233109593971847,81.65962542161903,Hit-and-run,Moderate,1,1,2,Intersection,Rainy,Night,100,Good
2023-07-05,16:00,16,2,Katora Talab,21.23385001288944,81.6328417476388,Hit-and-run,Severe,2,2,1,Rural,Cloudy,Day,80,Good
2023-07-28,06:00,6,4,Ring Road No 1,21.261083553108865,81.65316010515139,Overturning,Minor,0,1,0,Intersection,Clear,Day,40,Under repair
2023-07-09,06:00,6,6,Devendra Nagar,21.24238641542639,81.62739963168414,Skid,Minor,0,3,0,Rural,Cloudy,Day,80,Damaged
2023-12-07,18:00,18,3,Devendra Nagar,21.247856139150855,81.6234615051881,Pedestrian,Minor,0,3,1,Urban,Clear,Day,40,Wet
2023-08-25,22:00,22,4,Ring Road No 1,21.263400955834395,81.64952815607116,Skid,Moderate,1,1,1,Urban,Clear,Night,80,Under repair
2023-06-09,18:00,18,4,Shankar Nagar,21.244310253234044,81.64536427738963,Collision,Moderate,1,3,1,Rural,Rainy,Day,40,Wet
2023-07-19,04:00,4,2,Mowa,21.276790530613233,81.63769982373324,Skid,Minor,0,4,1,Highway,Clear,Night,80,Good
2023-03-23,23:00,23,3,Fafadih,21.23520965476457,81.66217309792273,Overturning,Moderate,1,1,0,Rural,Rainy,Night,80,Under repair
2023-07-14,07:00,7,4,Devendra Nagar,21.242239403595676,81.62119982588726,Overturning,Moderate,1,4,1,Highway,Clear,Day,40,Wet
2023-12-27,20:00,20,2,Devendra Nagar,21.24302268717785,81.6212264031929,Collision,Severe,2,3,0,Intersection,Clear,Day,60,Damaged
2023-05-24,13:00,13,2,Tikrapara,21.25912895173788,81.61790035808716,Skid,Severe,2,1,0,Intersection,Clear,Day,40,Wet
2023-03-19,04:00,4,6,GE Road,21.249247619034794,81.6466255085415,Skid,Minor,0,1,0,Highway,Clear,Night,40,Good
2023-07-02,01:00,1,6,Ring Road No 1,21.262713646968244,81.65170307460458,Skid,Severe,2,4,2,Intersection,Clear,Night,60,Wet
2023-12-29,11:00,11,4,Pandri,21.250451110390905,81.63307600107002,Pedestrian,Minor,0,4,0,Highway,Cloudy,Day,80,Wet
2023-06-26,15:00,15,0,Mowa,21.280424263143264,81.63752746242943,Overturning,Moderate,1,3,1,Urban,Rainy,Day,100,Good
2023-05-06,20:00,20,5,Tikrapara,21.261671183296244,81.62051663194777,Overturning,Fatal,3,3,0,Highway,Rainy,Day,60,Wet
2023-04-13,01:00,1,3,Katora Talab,21.235395795095627,81.6300144072381,Pedestrian,Moderate,1,1,0,Intersection,Rainy,Night,40,Good
2023-12-05,23:00,23,1,Amanaka,21.270024200278232,81.63497687404556,Pedestrian,Severe,2,3,1,Rural,Clear,Night,40,Under repair
2023-09-05,23:00,23,1,Jail Road,21.226435061290402,81.63574634235123,Pedestrian,Fatal,3,3,1,Highway,Foggy,Night,100,Good
2023-03-19,03:00,3,6,Ring Road No 1,21.26313733936064,81.65050076842385,Collision,Moderate,1,4,2,Highway,Rainy,Night,100,Wet
2023-03-26,07:00,7,6,GE Road,21.249948203904033,81.64864976779576,Overturning,Fatal,3,1,0,Highway,Clear,Day,40,Good
2023-10-05,17:00,17,3,Tikrapara,21.256791670878542,81.6173955381614,Hit-and-run,Minor,0,4,0,Urban,Clear,Day,80,Good
2023-05-03,11:00,11,2,Fafadih,21.234699975091843,81.66015008975894,Collision,Minor,0,1,0,Rural,Clear,Day,80,Under repair
2023-12-22,05:00,5,4,Mowa,21.273884082584622,81.64088192316683,Hit-and-run,Moderate,1,4,0,Rural,Clear,Night,40,Wet
2023-09-15,22:00,22,4,Tikrapara,21.25688952460948,81.61950140888939,Collision,Severe,2,2,0,Intersection,Clear,Night,80,Wet
2023-06-14,00:00,0,2,Amanaka,21.27095651221014,81.63002367612475,Collision,Severe,2,2,2,Intersection,Rainy,Night,60,Wet
2023-11-12,07:00,7,6,Devendra Nagar,21.247877038911746,81.62006344109616,Collision,Minor,0,1,1,Intersection,Rainy,Day,60,Good
2023-04-05,14:00,14,2,Katora Talab,21.241377546871448,81.6343536712065,Pedestrian,Fatal,3,3,4,Highway,Clear,Day,60,Wet
2023-07-19,12:00,12,2,GE Road,21.247460819504383,81.64547404178792,Pedestrian,Moderate,1,2,2,Rural,Clear,Day,80,Wet
2023-04-04,00:00,0,1,Ring Road No 1,21.264444285875364,81.65002610033031,Collision,Severe,2,3,2,Rural,Clear,Night,80,Wet
2023-09-09,19:00,19,5,Amanaka,21.269710038271146,81.63983834069809,Collision,Moderate,1,3,0,Intersection,Clear,Day,40,Under repair
2023-03-10,05:00,5,4,Jail Road,21.227702267807313,81.64027988857309,Overturning,Severe,2,3,0,Urban,Clear,Night,80,Damaged
2023-11-18,19:00,19,5,Ring Road No 1,21.26765953346212,81.6520115404264,Hit-and-run,Moderate,1,1,0,Urban,Cloudy,Day,60,Good
2023-02-24,23:00,23,4,Amanaka,21.265180191793924,81.6365161670352,Pedestrian,Severe,2,1,0,Urban,Clear,Night,100,Good
2023-08-18,10:00,10,4,Fafadih,21.22961099142665,81.6654204225862,Collision,Severe,2,2,3,Urban,Cloudy,Day,100,Good
2023-09-10,19:00,19,6,Pandri,21.248931397185007,81.63850852852323,Pedestrian,Fatal,3,2,0,Urban,Clear,Day,60,Good
2023-07-18,13:00,13,1,Mowa,21.283302127964983,81.63991016229112,Hit-and-run,Moderate,1,2,0,Urban,Clear,Day,100,Good
2023-02-20,06:00,6,0,Telibandha,21.238960041415005,81.6523609328449,Skid,Minor,0,2,1,Intersection,Clear,Day,80,Good
2023-10-24,05:00,5,1,Shankar Nagar,21.24585098142268,81.64342700877992,Hit-and-run,Severe,2,1,2,Rural,Rainy,Night,40,Damaged
2023-07-06,06:00,6,3,Mowa,21.282656477110898,81.6419310931601,Pedestrian,Moderate,1,4,2,Urban,Rainy,Day,80,Under repair
2023-09-18,11:00,11,0,Amanaka,21.268899846994273,81.63395940803623,Overturning,Fatal,3,4,3,Rural,Clear,Day,80,Wet
2023-01-03,10:00,10,1,Mowa,21.281475119695916,81.64339554312092,Skid,Moderate,1,1,1,Intersection,Clear,Day,100,Under repair
2023-02-04,03:00,3,5,Fafadih,21.23397385099707,81.66358570274777,Skid,Severe,2,2,2,Intersection,Clear,Night,100,Good
2023-08-06,08:00,8,6,Telibandha,21.23274684277644,81.65103020647162,Hit-and-run,Moderate,1,3,0,Highway,Clear,Day,80,Wet
2023-01-04,22:00,22,2,Devendra Nagar,21.24625570666662,81.6284064242439,Hit-and-run,Moderate,1,2,2,Rural,Cloudy,Night,40,Wet
2023-08-02,04:00,4,2,Shankar Nagar,21.23891423605321,81.64677155989713,Pedestrian,Moderate,1,1,2,Urban,Rainy,Night,60,Good
2023-04-05,07:00,7,2,Shankar Nagar,21.243726227386777,81.64356696859198,Skid,Minor,0,3,1,Urban,Rainy,Day,100,Good
2023-02-19,09:00,9,6,Fafadih,21.23812775636283,81.66288228380401,Overturning,Minor,0,1,1,Highway,Clear,Day,60,Wet
2023-05-22,11:00,11,0,Fafadih,21.234301104868386,81.6619268735574,Pedestrian,Severe,2,3,1,Urban,Rainy,Day,80,Wet
2023-05-31,18:00,18,2,Jail Road,21.228349565595018,81.64001453262647,Hit-and-run,Severe,2,1,3,Rural,Rainy,Day,60,Under repair
2023-11-28,19:00,19,1,Jail Road,21.22765346170163,81.63996629930173,Hit-and-run,Minor,0,4,1,Highway,Rainy,Day,60,Under repair
2023-12-21,01:00,1,3,GE Road,21.244192207908835,81.6501871187027,Skid,Minor,0,4,0,Highway,Clear,Night,40,Good
2023-08-05,07:00,7,5,GE Road,21.25083478823865,81.64789138879,Hit-and-run,Severe,2,1,0,Rural,Clear,Day,40,Good
2023-11-06,12:00,12,0,Fafadih,21.23375927425182,81.6568993082311,Overturning,Minor,0,3,0,Highway,Rainy,Day,80,Wet
2023-09-24,06:00,6,6,Fafadih,21.238887809989865,81.66089169761553,Skid,Moderate,1,3,2,Rural,Clear,Day,60,Good
2023-06-03,05:00,5,5,Ring Road No 1,21.262962466701083,81.6483038113696,Skid,Severe,2,1,1,Intersection,Clear,Night,80,Good
2023-08-27,17:00,17,6,Pandri,21.25147183914735,81.63376087967082,Collision,Minor,0,3,1,Highway,Clear,Day,80,Under repair
2023-11-07,01:00,1,1,Shankar Nagar,21.246607748628296,81.64466331325342,Overturning,Moderate,1,4,0,Intersection,Rainy,Night,100,Wet
